provider_id,provider_name,provider_street_address,provider_city,provider_state,provider_zipcode,drg_definition,hospital_referral_region_description,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NY - Bronx,17,12698.71,17091.35,15567.76
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,100 - SEIZURES W MCC,NY - Bronx,11,18095.09,22870.0,21014.0
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,101 - SEIZURES W/O MCC,NY - Bronx,27,13128.89,15805.81,14102.07
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,NY - Bronx,25,20124.68,20110.0,18247.44
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,NY - Bronx,30,14382.27,20170.53,18231.13
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Bronx,36,13391.78,17633.33,15949.72
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Bronx,13,11642.08,15312.77,13758.31
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NY - Bronx,26,21029.92,22286.04,20098.42
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,194 - SIMPLE PNEUMONIA & PLEURISY W CC,NY - Bronx,34,14887.41,17957.29,15966.35
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NY - Bronx,12,13243.0,15271.17,13441.83
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,202 - BRONCHITIS & ASTHMA W CC/MCC,NY - Bronx,24,11855.42,16871.5,15167.83
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,203 - BRONCHITIS & ASTHMA W/O CC/MCC,NY - Bronx,15,9814.73,14459.6,13019.8
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,NY - Bronx,14,43792.93,60440.0,56411.64
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,NY - Bronx,19,39448.84,32752.21,29564.79
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",NY - Bronx,15,29147.93,25324.93,22918.4
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",NY - Bronx,12,21119.25,19266.33,17295.67
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,291 - HEART FAILURE & SHOCK W MCC,NY - Bronx,40,19396.1,23969.2,21442.7
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,292 - HEART FAILURE & SHOCK W CC,NY - Bronx,51,17055.1,17929.25,15990.65
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,293 - HEART FAILURE & SHOCK W/O CC/MCC,NY - Bronx,23,12066.61,14933.61,13173.61
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,305 - HYPERTENSION W/O MCC,NY - Bronx,17,10548.59,14109.94,12568.47
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NY - Bronx,14,20658.07,19582.57,17237.43
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NY - Bronx,17,13588.29,16044.18,14486.18
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NY - Bronx,19,11461.89,13443.63,11818.16
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,312 - SYNCOPE & COLLAPSE,NY - Bronx,60,12783.57,15534.87,13829.02
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,313 - CHEST PAIN,NY - Bronx,81,9233.27,13933.81,12691.72
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,NY - Bronx,13,24540.15,27590.0,24720.46
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,NY - Bronx,11,11737.73,17499.45,16245.64
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,377 - G.I. HEMORRHAGE W MCC,NY - Bronx,15,21747.07,26560.67,24141.93
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,378 - G.I. HEMORRHAGE W CC,NY - Bronx,18,16222.0,18390.39,16473.61
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",NY - Bronx,16,13814.5,20366.94,18439.75
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",NY - Bronx,57,11793.58,15203.07,13771.95
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,NY - Bronx,21,16440.95,18041.38,15800.76
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,NY - Bronx,20,26153.1,27856.2,26290.55
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,552 - MEDICAL BACK PROBLEMS W/O MCC,NY - Bronx,11,13583.64,16948.27,15288.73
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,"558 - TENDONITIS, MYOSITIS & BURSITIS W/O MCC",NY - Bronx,15,14189.27,16948.8,15218.47
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,602 - CELLULITIS W MCC,NY - Bronx,13,14665.08,22908.92,21261.77
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,603 - CELLULITIS W/O MCC,NY - Bronx,31,14490.65,16852.16,14874.61
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,638 - DIABETES W CC,NY - Bronx,28,14796.36,16673.64,14587.25
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",NY - Bronx,34,13844.85,19020.15,17391.5
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",NY - Bronx,29,14349.55,15481.76,13530.38
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,682 - RENAL FAILURE W MCC,NY - Bronx,38,19405.5,23586.16,21542.11
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,683 - RENAL FAILURE W CC,NY - Bronx,27,16802.78,17861.89,15880.74
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,NY - Bronx,13,15764.46,19689.23,17799.46
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,NY - Bronx,47,12375.64,15206.47,13450.13
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,811 - RED BLOOD CELL DISORDERS W MCC,NY - Bronx,17,17928.41,21564.82,19176.53
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,812 - RED BLOOD CELL DISORDERS W/O MCC,NY - Bronx,11,19268.91,16790.73,14504.27
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,NY - Bronx,48,12179.1,19725.94,18780.6
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,NY - Bronx,43,57972.23,66149.28,61093.3
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,NY - Bronx,90,25583.64,26252.86,23983.64
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,NY - Bronx,13,24809.31,18550.77,15873.62
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,"894 - ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",NY - Bronx,21,7689.67,12788.14,11344.0
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,895 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,NY - Bronx,31,17836.61,23694.35,18885.32
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,NY - Bronx,30,9267.93,15177.33,13420.0
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,NY - Bronx,14,11641.0,14385.0,12981.21
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,948 - SIGNS & SYMPTOMS W/O MCC,NY - Bronx,18,11750.89,14402.17,12848.17
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,974 - HIV W MAJOR RELATED CONDITION W MCC,NY - Bronx,43,42523.67,37576.63,33902.98
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,975 - HIV W MAJOR RELATED CONDITION W CC,NY - Bronx,13,22532.62,22388.08,19662.85
330009,nonsb,1276 FULTON AVENUE,BRONX,NY,10456,977 - HIV W OR W/O OTHER RELATED CONDITION,NY - Bronx,11,14341.27,19808.91,17782.18
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,001 - HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC,NY - Bronx,13,901745.46,274215.15,258120.54
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,"003 - ECMO OR TRACH W MV >96 HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",NY - Bronx,56,771209.43,199252.52,167848.79
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,"004 - TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",NY - Bronx,55,595871.96,126908.71,109415.93
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,016 - AUTOLOGOUS BONE MARROW TRANSPLANT W CC/MCC,NY - Bronx,16,361942.13,70789.25,62742.94
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,023 - CRANIO W MAJOR DEV IMPL/ACUTE COMPLEX CNS PDX W MCC OR CHEMO IMPLANT,NY - Bronx,13,179054.08,55730.62,51615.31
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,025 - CRANIOTOMY & ENDOVASCULAR INTRACRANIAL PROCEDURES W MCC,NY - Bronx,36,146052.14,44534.83,41254.44
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,038 - EXTRACRANIAL PROCEDURES W CC,NY - Bronx,16,87615.06,20522.56,17876.19
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,NY - Bronx,15,40062.93,15671.07,11807.2
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,054 - NERVOUS SYSTEM NEOPLASMS W MCC,NY - Bronx,21,87824.29,18335.14,14767.81
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,056 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,NY - Bronx,13,78063.85,21494.62,18353.92
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,NY - Bronx,89,59760.65,14821.11,12093.89
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,060 - MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,NY - Bronx,12,49553.5,12318.33,9849.67
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,061 - ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,NY - Bronx,11,136903.55,34819.36,31039.82
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,NY - Bronx,118,116513.96,24327.47,19804.45
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,NY - Bronx,150,60297.85,15468.74,12632.65
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,NY - Bronx,44,53747.89,12749.7,9296.52
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,069 - TRANSIENT ISCHEMIA,NY - Bronx,40,42455.78,11058.95,8717.95
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,NY - Bronx,23,87670.57,21965.96,17645.48
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,NY - Bronx,24,69705.04,15336.96,12036.79
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,073 - CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,NY - Bronx,24,74692.38,18323.71,15568.96
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,NY - Bronx,63,51554.03,13370.0,11051.79
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,"085 - TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",NY - Bronx,18,79607.78,25238.28,20766.94
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,"086 - TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",NY - Bronx,14,58634.79,14505.79,12476.71
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,"087 - TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",NY - Bronx,15,44536.53,11825.47,9694.8
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,NY - Bronx,27,71701.7,20958.26,18133.04
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,NY - Bronx,46,44651.96,13431.98,11281.89
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,NY - Bronx,20,32134.6,11073.7,8155.25
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,100 - SEIZURES W MCC,NY - Bronx,49,93177.61,20673.06,17389.33
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,101 - SEIZURES W/O MCC,NY - Bronx,110,48000.92,12476.13,9587.78
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,103 - HEADACHES W/O MCC,NY - Bronx,27,41335.48,11480.41,8937.67
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,149 - DYSEQUILIBRIUM,NY - Bronx,79,34022.82,10561.87,8390.24
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,152 - OTITIS MEDIA & URI W MCC,NY - Bronx,20,42853.55,14464.75,12463.7
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,153 - OTITIS MEDIA & URI W/O MCC,NY - Bronx,65,39353.38,11467.2,8854.83
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,164 - MAJOR CHEST PROCEDURES W CC,NY - Bronx,18,83676.5,29623.61,26923.5
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NY - Bronx,21,196199.24,50231.71,37668.33
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,175 - PULMONARY EMBOLISM W MCC,NY - Bronx,23,114151.0,21423.22,17290.91
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,176 - PULMONARY EMBOLISM W/O MCC,NY - Bronx,38,69631.76,14462.68,12050.26
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,NY - Bronx,52,92891.92,24799.88,21183.44
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,NY - Bronx,26,64861.35,18813.69,15951.65
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,180 - RESPIRATORY NEOPLASMS W MCC,NY - Bronx,33,88198.42,22455.03,18564.55
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,181 - RESPIRATORY NEOPLASMS W CC,NY - Bronx,26,53697.81,16277.38,14040.58
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,186 - PLEURAL EFFUSION W MCC,NY - Bronx,11,85130.91,20910.55,17804.09
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,NY - Bronx,63,76158.97,17295.41,14415.29
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,NY - Bronx,190,57662.27,16506.74,14057.08
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,NY - Bronx,164,46391.04,13876.36,11714.65
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,NY - Bronx,72,37463.99,11579.64,9517.03
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,NY - Bronx,127,74555.83,19755.53,16749.92
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,194 - SIMPLE PNEUMONIA & PLEURISY W CC,NY - Bronx,198,50912.54,14324.34,11738.24
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,NY - Bronx,45,35052.07,11341.91,9197.24
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,202 - BRONCHITIS & ASTHMA W CC/MCC,NY - Bronx,90,43969.1,13340.9,10951.91
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,203 - BRONCHITIS & ASTHMA W/O CC/MCC,NY - Bronx,51,36229.63,10751.41,8535.76
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,204 - RESPIRATORY SIGNS & SYMPTOMS,NY - Bronx,59,41182.54,11216.24,9105.54
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,NY - Bronx,14,62413.29,18396.93,15506.36
330059,nonsb,111 EAST 210TH STREET,BRONX,NY,10467,206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,NY - Bronx,32,38913.78,12153.78,10247.06
